"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","DirTotal []"
10,5,-150,0.6,122,0.0876445850502669
10,5,-150,0.6,124,0.100736204004811
10,5,-150,0.6,126,0.123934383667712
10,5,-150,0.6,128,0.146895207928987
10,5,-150,0.6,130,0.155341250346381
10,5,-150,0.6,132,0.143757649316553
10,5,-150,0.6,134,0.122783677186812
10,5,-150,0.6,136,0.115398692468856
10,5,-150,0.6,138,0.138850521346548
10,5,-150,0.6,140,0.183798504229119
10,5,-150,0.6,142,0.217816239504813
10,5,-150,0.6,144,0.216504341874122
10,5,-150,0.6,146,0.187226578502134
10,5,-150,0.6,148,0.160404240661655
10,5,-150,0.6,150,0.166988438135112
10,5,-150,0.6,152,0.218565617702813
10,5,-150,0.6,154,0.289045529878512
10,5,-150,0.6,156,0.325151228282355
10,5,-150,0.6,158,0.301663862381859
10,5,-150,0.6,160,0.253090530665996
10,5,-150,0.6,162,0.241115232024027
10,5,-150,0.6,164,0.304684319301457
10,5,-150,0.6,166,0.407703892144479
10,5,-150,0.6,168,0.449215069825226
10,5,-150,0.6,170,0.388122730909515
10,5,-150,0.6,172,0.311341338340263
10,5,-150,0.6,174,0.299238902830398
10,5,-150,0.6,176,0.314590869272046
10,5,-150,0.6,178,0.327346075206105
10,5,-150,0.6,180,0.389581501150343
10,7,-150,0.6,0,0.22649486255751
10,7,-150,0.6,2,0.425831935376517
10,7,-150,0.6,4,0.676720211847176
10,7,-150,0.6,6,0.582719472797262
10,7,-150,0.6,8,0.428657276783927
10,7,-150,0.6,10,0.314342783639466
10,7,-150,0.6,12,0.364556646764103
10,7,-150,0.6,14,0.484553656310253
10,7,-150,0.6,16,0.423295765578859
10,7,-150,0.6,18,0.289906830520767
10,7,-150,0.6,20,0.238279395422661
10,7,-150,0.6,22,0.282621574693227
10,7,-150,0.6,24,0.306944043283389
10,7,-150,0.6,26,0.249726305937505
10,7,-150,0.6,28,0.184179313866753
10,7,-150,0.6,30,0.195206867540665
10,7,-150,0.6,32,0.240979202926565
10,7,-150,0.6,34,0.233582579847971
10,7,-150,0.6,36,0.177254850440902
10,7,-150,0.6,38,0.141945394222616
10,7,-150,0.6,40,0.154508062994078
10,7,-150,0.6,42,0.169502421341622
10,7,-150,0.6,44,0.154185668874382
10,7,-150,0.6,46,0.125924423909541
10,7,-150,0.6,48,0.112085450612407
10,7,-150,0.6,50,0.112692568040723
10,7,-150,0.6,52,0.110473554263139
10,7,-150,0.6,54,0.09978405377838
10,7,-150,0.6,56,0.0915323824505877
10,7,-150,0.6,58,0.0888108521325396
10,7,-150,0.6,60,0.0868917905778134
10,7,-150,0.6,62,0.0866460066348504
10,7,-150,0.6,64,0.0907017887527633
10,7,-150,0.6,66,0.0930731505335613
10,7,-150,0.6,68,0.0880135306586735
10,7,-150,0.6,70,0.0803831804751166
10,7,-150,0.6,72,0.0783383628725304
10,7,-150,0.6,74,0.0818721828180699
10,7,-150,0.6,76,0.0849738695833517
10,7,-150,0.6,78,0.0837708376730609
10,7,-150,0.6,80,0.0788232690547742
10,7,-150,0.6,82,0.074512401014499
10,7,-150,0.6,84,0.0740080030064817
10,7,-150,0.6,86,0.0745857726660109
10,7,-150,0.6,88,0.0730302860705586
10,7,-150,0.6,90,0.0716397924297954
10,7,-150,0.6,92,0.0730302860705578
10,7,-150,0.6,94,0.0745857726660101
10,7,-150,0.6,96,0.0740080030064809
10,7,-150,0.6,98,0.0745124010144991
10,7,-150,0.6,100,0.078823269054775
10,7,-150,0.6,102,0.0837708376730611
10,7,-150,0.6,104,0.0849738695833519
10,7,-150,0.6,106,0.0818721828180699
10,7,-150,0.6,108,0.0783383628725306
10,7,-150,0.6,110,0.0803831804751165
10,7,-150,0.6,112,0.0880135306586729
10,7,-150,0.6,114,0.0930731505335614
10,7,-150,0.6,116,0.090701788752763
10,7,-150,0.6,118,0.0866460066348497
10,7,-150,0.6,120,0.086891790577813
10,7,-150,0.6,122,0.0888108521325389
10,7,-150,0.6,124,0.0915323824505875
10,7,-150,0.6,126,0.0997840537783799
10,7,-150,0.6,128,0.110473554263139
10,7,-150,0.6,130,0.112692568040722
10,7,-150,0.6,132,0.112085450612407
10,7,-150,0.6,134,0.125924423909541
10,7,-150,0.6,136,0.154185668874382
10,7,-150,0.6,138,0.169502421341621
10,7,-150,0.6,140,0.154508062994079
10,7,-150,0.6,142,0.141945394222616
10,7,-150,0.6,144,0.177254850440902
10,7,-150,0.6,146,0.233582579847973
10,7,-150,0.6,148,0.240979202926566
10,7,-150,0.6,150,0.195206867540665
10,7,-150,0.6,152,0.184179313866752
10,7,-150,0.6,154,0.249726305937504
10,7,-150,0.6,156,0.306944043283388
10,7,-150,0.6,158,0.282621574693227
10,7,-150,0.6,160,0.238279395422659
10,7,-150,0.6,162,0.289906830520766
10,7,-150,0.6,164,0.423295765578858
10,7,-150,0.6,166,0.484553656310255
10,7,-150,0.6,168,0.364556646764104
10,7,-150,0.6,170,0.314342783639465
10,7,-150,0.6,172,0.428657276783928
10,7,-150,0.6,174,0.58271947279726
10,7,-150,0.6,176,0.676720211847178
10,7,-150,0.6,178,0.425831935376518
10,7,-150,0.6,180,0.22649486255751
10,10,-150,0.6,0,0.885613767282108
10,10,-150,0.6,2,0.484711418876701
10,10,-150,0.6,4,0.278749107310282
10,10,-150,0.6,6,0.585029603735044
10,10,-150,0.6,8,0.450083097185883
10,10,-150,0.6,10,0.386176798802554
10,10,-150,0.6,12,0.460484994779585
10,10,-150,0.6,14,0.36414680054747
10,10,-150,0.6,16,0.340225366953209
10,10,-150,0.6,18,0.345147213889892
10,10,-150,0.6,20,0.255934712991926
10,10,-150,0.6,22,0.268357324069848
10,10,-150,0.6,24,0.258402001886662
10,10,-150,0.6,26,0.183568169910602
10,10,-150,0.6,28,0.2157942355569
10,10,-150,0.6,30,0.240095438519406
10,10,-150,0.6,32,0.173352283692367
10,10,-150,0.6,34,0.161427116655691
10,10,-150,0.6,36,0.181857946179581
10,10,-150,0.6,38,0.173540725659009
10,10,-150,0.6,40,0.153914011002583
10,10,-150,0.6,42,0.134592103324325
10,10,-150,0.6,44,0.11647290569293
10,10,-150,0.6,46,0.121852182126376
10,10,-150,0.6,48,0.141947355297744
10,10,-150,0.6,50,0.111097938797133
10,10,-150,0.6,52,0.0640710863373106
10,10,-150,0.6,54,0.0771511518587613
10,10,-150,0.6,56,0.0984643356143555
10,10,-150,0.6,58,0.0900137513871022
10,10,-150,0.6,60,0.0755916054831801
10,10,-150,0.6,62,0.073037301960271
10,10,-150,0.6,64,0.0753656051288879
10,10,-150,0.6,66,0.064147261978383
10,10,-150,0.6,68,0.0585335674828176
10,10,-150,0.6,70,0.072362374566645
10,10,-150,0.6,72,0.0860738379363245
10,10,-150,0.6,74,0.0815437512560137
10,10,-150,0.6,76,0.0651923209009036
10,10,-150,0.6,78,0.0538055567821794
10,10,-150,0.6,80,0.0525273880799354
10,10,-150,0.6,82,0.0554523768462879
10,10,-150,0.6,84,0.0556371375517261
10,10,-150,0.6,86,0.0546354858291642
10,10,-150,0.6,88,0.0538798635267844
10,10,-150,0.6,90,0.0530318701937995
10,10,-150,0.6,92,0.0538798635267829
10,10,-150,0.6,94,0.054635485829163
10,10,-150,0.6,96,0.0556371375517244
10,10,-150,0.6,98,0.0554523768462867
10,10,-150,0.6,100,0.0525273880799363
10,10,-150,0.6,102,0.0538055567821789
10,10,-150,0.6,104,0.0651923209009033
10,10,-150,0.6,106,0.0815437512560141
10,10,-150,0.6,108,0.0860738379363247
10,10,-150,0.6,110,0.0723623745666462
10,10,-150,0.6,112,0.0585335674828177
10,10,-150,0.6,114,0.0641472619783834
10,10,-150,0.6,116,0.075365605128887
10,10,-150,0.6,118,0.0730373019602714
10,10,-150,0.6,120,0.07559160548318
10,10,-150,0.6,122,0.0900137513871029
10,10,-150,0.6,124,0.0984643356143559
10,10,-150,0.6,126,0.077151151858761
10,10,-150,0.6,128,0.0640710863373096
10,10,-150,0.6,130,0.111097938797132
10,10,-150,0.6,132,0.141947355297743
10,10,-150,0.6,134,0.121852182126375
10,10,-150,0.6,136,0.116472905692931
10,10,-150,0.6,138,0.134592103324325
10,10,-150,0.6,140,0.153914011002581
10,10,-150,0.6,142,0.173540725659007
10,10,-150,0.6,144,0.181857946179582
10,10,-150,0.6,146,0.16142711665569
10,10,-150,0.6,148,0.173352283692367
10,10,-150,0.6,150,0.240095438519404
10,10,-150,0.6,152,0.215794235556897
10,10,-150,0.6,154,0.183568169910602
10,10,-150,0.6,156,0.258402001886662
10,10,-150,0.6,158,0.268357324069846
10,10,-150,0.6,160,0.255934712991926
10,10,-150,0.6,162,0.345147213889893
10,10,-150,0.6,164,0.340225366953209
10,10,-150,0.6,166,0.36414680054747
10,10,-150,0.6,168,0.460484994779585
10,10,-150,0.6,170,0.386176798802558
10,10,-150,0.6,172,0.450083097185889
10,10,-150,0.6,174,0.585029603735046
10,10,-150,0.6,176,0.278749107310279
10,10,-150,0.6,178,0.484711418876698
10,10,-150,0.6,180,0.885613767282105
10,5,-148,0.6,0,0.389581501150344
10,5,-148,0.6,2,0.325011587548864
10,5,-148,0.6,4,0.318217419147454
10,5,-148,0.6,6,0.312204713981916
10,5,-148,0.6,8,0.324748272396555
10,5,-148,0.6,10,0.391288833493616
10,5,-148,0.6,12,0.444497936278897
10,5,-148,0.6,14,0.403961910691059
10,5,-148,0.6,16,0.304080311632745
10,5,-148,0.6,18,0.241264429316854
10,5,-148,0.6,20,0.252758077740546
10,5,-148,0.6,22,0.299915616878417
10,5,-148,0.6,24,0.323046651298121
10,5,-148,0.6,26,0.289684580061046
10,5,-148,0.6,28,0.221257193122378
10,5,-148,0.6,30,0.167713240929972
10,5,-148,0.6,32,0.157435722869536
10,5,-148,0.6,34,0.181880003088066
10,5,-148,0.6,36,0.211291324468229
10,5,-148,0.6,38,0.215202829640955
10,5,-148,0.6,40,0.184320268965494
10,5,-148,0.6,42,0.140766943439805
10,5,-148,0.6,44,0.117205481271864
10,5,-148,0.6,46,0.125150246093172
10,5,-148,0.6,48,0.148707611766374
10,5,-148,0.6,50,0.164719217890948
10,5,-148,0.6,52,0.161105117782469
10,5,-148,0.6,54,0.140476886157766
10,5,-148,0.6,56,0.11517697521253
10,5,-148,0.6,58,0.0973195248815672
10,5,-148,0.6,60,0.0912073490699187
10,5,-148,0.6,62,0.0949162063348133
10,5,-148,0.6,64,0.10419290020914
10,5,-148,0.6,66,0.113224607944618
10,5,-148,0.6,68,0.116565766393552
10,5,-148,0.6,70,0.112874933856159
10,5,-148,0.6,72,0.105657742576865
10,5,-148,0.6,74,0.100082135439831
10,5,-148,0.6,76,0.0993045095414376
10,5,-148,0.6,78,0.102973582998857
10,5,-148,0.6,80,0.10819396973713
10,5,-148,0.6,82,0.111797607814916
10,5,-148,0.6,84,0.11228917396172
10,5,-148,0.6,86,0.110341970751452
10,5,-148,0.6,88,0.107909499978843
10,5,-148,0.6,90,0.106852354512003
10,5,-148,0.6,92,0.107909499978843
10,5,-148,0.6,94,0.110341970751452
10,5,-148,0.6,96,0.112289173961721
10,5,-148,0.6,98,0.111797607814917
10,5,-148,0.6,100,0.10819396973713
10,5,-148,0.6,102,0.102973582998858
10,5,-148,0.6,104,0.0993045095414383
10,5,-148,0.6,106,0.100082135439831
10,5,-148,0.6,108,0.105657742576864
10,5,-148,0.6,110,0.112874933856158
10,5,-148,0.6,112,0.116565766393552
10,5,-148,0.6,114,0.113224607944619
10,5,-148,0.6,116,0.10419290020914
10,5,-148,0.6,118,0.0949162063348131
10,5,-148,0.6,120,0.0912073490699186
10,5,-148,0.6,122,0.0973195248815675
10,5,-148,0.6,124,0.11517697521253
10,5,-148,0.6,126,0.140476886157766
10,5,-148,0.6,128,0.161105117782469
10,5,-148,0.6,130,0.164719217890947
10,5,-148,0.6,132,0.148707611766373
10,5,-148,0.6,134,0.125150246093173
10,5,-148,0.6,136,0.117205481271864
10,5,-148,0.6,138,0.140766943439805
10,5,-148,0.6,140,0.184320268965495
10,5,-148,0.6,142,0.215202829640955
10,5,-148,0.6,144,0.21129132446823
10,5,-148,0.6,146,0.181880003088066
10,5,-148,0.6,148,0.157435722869536
10,5,-148,0.6,150,0.167713240929972
10,5,-148,0.6,152,0.221257193122378
10,5,-148,0.6,154,0.289684580061046
10,5,-148,0.6,156,0.323046651298121
10,5,-148,0.6,158,0.299915616878416
10,5,-148,0.6,160,0.252758077740546
10,5,-148,0.6,162,0.241264429316854
10,5,-148,0.6,164,0.304080311632745
10,5,-148,0.6,166,0.403961910691058
10,5,-148,0.6,168,0.444497936278897
10,5,-148,0.6,170,0.391288833493614
10,5,-148,0.6,172,0.324748272396554
10,5,-148,0.6,174,0.312204713981915
10,5,-148,0.6,176,0.318217419147454
10,5,-148,0.6,178,0.325011587548863
10,5,-148,0.6,180,0.389581501150343
10,7,-148,0.6,0,0.22649486255751
10,7,-148,0.6,2,0.430405820248073
10,7,-148,0.6,4,0.702600261689515
10,7,-148,0.6,6,0.614754922655461
10,7,-148,0.6,8,0.438859903036328
10,7,-148,0.6,10,0.311011751917373
10,7,-148,0.6,12,0.352889000486875
10,7,-148,0.6,14,0.485890117633775
10,7,-148,0.6,16,0.438599636057526
10,7,-148,0.6,18,0.297640628489411
10,7,-148,0.6,20,0.233453961725406
10,7,-148,0.6,22,0.273760544214064
10,7,-148,0.6,24,0.305678186187062
10,7,-148,0.6,26,0.253166923199144
10,7,-148,0.6,28,0.18449691138953
10,7,-148,0.6,30,0.191797498705615
10,7,-148,0.6,32,0.240805988759617
10,7,-148,0.6,34,0.238152302070438
10,7,-148,0.6,36,0.180965559804585
10,7,-148,0.6,38,0.142666284793112
10,7,-148,0.6,40,0.153927597938656
10,7,-148,0.6,42,0.167225192793296
10,7,-148,0.6,44,0.149670345801118
10,7,-148,0.6,46,0.121035403266075
10,7,-148,0.6,48,0.10823626842339
10,7,-148,0.6,50,0.110617617108923
10,7,-148,0.6,52,0.112416329467306
10,7,-148,0.6,54,0.106945325456507
10,7,-148,0.6,56,0.101412925310395
10,7,-148,0.6,58,0.097242666564376
10,7,-148,0.6,60,0.0922642605547521
10,7,-148,0.6,62,0.0914680416381181
10,7,-148,0.6,64,0.0953900280928944
10,7,-148,0.6,66,0.0954393941962617
10,7,-148,0.6,68,0.0900096357560713
10,7,-148,0.6,70,0.0861428817917941
10,7,-148,0.6,72,0.0862682378699899
10,7,-148,0.6,74,0.0855777038690132
10,7,-148,0.6,76,0.0806103587972912
10,7,-148,0.6,78,0.0738403361214725
10,7,-148,0.6,80,0.0694296085354757
10,7,-148,0.6,82,0.0702452019298697
10,7,-148,0.6,84,0.077028570150315
10,7,-148,0.6,86,0.0866336050742564
10,7,-148,0.6,88,0.0940212932292754
10,7,-148,0.6,90,0.0965841950058241
10,7,-148,0.6,92,0.0940212932292762
10,7,-148,0.6,94,0.0866336050742571
10,7,-148,0.6,96,0.0770285701503152
10,7,-148,0.6,98,0.0702452019298701
10,7,-148,0.6,100,0.0694296085354762
10,7,-148,0.6,102,0.0738403361214719
10,7,-148,0.6,104,0.0806103587972911
10,7,-148,0.6,106,0.0855777038690134
10,7,-148,0.6,108,0.0862682378699902
10,7,-148,0.6,110,0.0861428817917952
10,7,-148,0.6,112,0.0900096357560728
10,7,-148,0.6,114,0.0954393941962626
10,7,-148,0.6,116,0.0953900280928949
10,7,-148,0.6,118,0.0914680416381177
10,7,-148,0.6,120,0.0922642605547517
10,7,-148,0.6,122,0.0972426665643757
10,7,-148,0.6,124,0.101412925310395
10,7,-148,0.6,126,0.106945325456507
10,7,-148,0.6,128,0.112416329467307
10,7,-148,0.6,130,0.110617617108923
10,7,-148,0.6,132,0.108236268423391
10,7,-148,0.6,134,0.121035403266076
10,7,-148,0.6,136,0.149670345801118
10,7,-148,0.6,138,0.167225192793295
10,7,-148,0.6,140,0.153927597938656
10,7,-148,0.6,142,0.142666284793112
10,7,-148,0.6,144,0.180965559804584
10,7,-148,0.6,146,0.238152302070438
10,7,-148,0.6,148,0.240805988759617
10,7,-148,0.6,150,0.191797498705614
10,7,-148,0.6,152,0.184496911389531
10,7,-148,0.6,154,0.253166923199144
10,7,-148,0.6,156,0.305678186187059
10,7,-148,0.6,158,0.273760544214064
10,7,-148,0.6,160,0.233453961725405
10,7,-148,0.6,162,0.297640628489412
10,7,-148,0.6,164,0.438599636057526
10,7,-148,0.6,166,0.485890117633776
10,7,-148,0.6,168,0.352889000486878
10,7,-148,0.6,170,0.311011751917375
10,7,-148,0.6,172,0.438859903036328
10,7,-148,0.6,174,0.614754922655457
10,7,-148,0.6,176,0.702600261689515
10,7,-148,0.6,178,0.430405820248074
10,7,-148,0.6,180,0.22649486255751
10,10,-148,0.6,0,0.885613767282107
10,10,-148,0.6,2,0.475898613306477
10,10,-148,0.6,4,0.283661280542178
10,10,-148,0.6,6,0.573876849047237
10,10,-148,0.6,8,0.453801450573564
10,10,-148,0.6,10,0.388408270354333
10,10,-148,0.6,12,0.456164068044804
10,10,-148,0.6,14,0.365720756304392
10,10,-148,0.6,16,0.338090418880388
10,10,-148,0.6,18,0.345702265764817
10,10,-148,0.6,20,0.25712475249122
10,10,-148,0.6,22,0.269757493109348
10,10,-148,0.6,24,0.269051578759041
10,10,-148,0.6,26,0.188132444693007
10,10,-148,0.6,28,0.211122310186618
10,10,-148,0.6,30,0.247423634440909
10,10,-148,0.6,32,0.182170089359306
10,10,-148,0.6,34,0.159666890380142
10,10,-148,0.6,36,0.183220624815901
10,10,-148,0.6,38,0.181134488113408
10,10,-148,0.6,40,0.162455077512759
10,10,-148,0.6,42,0.144266907715421
10,10,-148,0.6,44,0.120506067032464
10,10,-148,0.6,46,0.126835112986868
10,10,-148,0.6,48,0.160790641181587
10,10,-148,0.6,50,0.129997074593521
10,10,-148,0.6,52,0.0718103631853863
10,10,-148,0.6,54,0.0736861259806509
10,10,-148,0.6,56,0.0994690482658938
10,10,-148,0.6,58,0.0991116350252989
10,10,-148,0.6,60,0.0755637025151449
10,10,-148,0.6,62,0.0648526719233362
10,10,-148,0.6,64,0.0693588726341633
10,10,-148,0.6,66,0.0701106622331042
10,10,-148,0.6,68,0.0690431896105379
10,10,-148,0.6,70,0.0749224573698118
10,10,-148,0.6,72,0.0842098371443734
10,10,-148,0.6,74,0.0863275741782336
10,10,-148,0.6,76,0.0766385363097986
10,10,-148,0.6,78,0.065693557123162
10,10,-148,0.6,80,0.0634821939054225
10,10,-148,0.6,82,0.0657420987946323
10,10,-148,0.6,84,0.0653394306872433
10,10,-148,0.6,86,0.0651908725403853
10,10,-148,0.6,88,0.0664225285583944
10,10,-148,0.6,90,0.0665896119554225
10,10,-148,0.6,92,0.0664225285583945
10,10,-148,0.6,94,0.0651908725403848
10,10,-148,0.6,96,0.0653394306872431
10,10,-148,0.6,98,0.0657420987946321
10,10,-148,0.6,100,0.0634821939054227
10,10,-148,0.6,102,0.0656935571231624
10,10,-148,0.6,104,0.0766385363097996
10,10,-148,0.6,106,0.0863275741782339
10,10,-148,0.6,108,0.0842098371443736
10,10,-148,0.6,110,0.0749224573698109
10,10,-148,0.6,112,0.0690431896105371
10,10,-148,0.6,114,0.0701106622331036
10,10,-148,0.6,116,0.0693588726341633
10,10,-148,0.6,118,0.0648526719233359
10,10,-148,0.6,120,0.0755637025151447
10,10,-148,0.6,122,0.0991116350252984
10,10,-148,0.6,124,0.0994690482658941
10,10,-148,0.6,126,0.0736861259806515
10,10,-148,0.6,128,0.0718103631853854
10,10,-148,0.6,130,0.129997074593521
10,10,-148,0.6,132,0.160790641181589
10,10,-148,0.6,134,0.126835112986867
10,10,-148,0.6,136,0.120506067032464
10,10,-148,0.6,138,0.144266907715422
10,10,-148,0.6,140,0.16245507751276
10,10,-148,0.6,142,0.181134488113407
10,10,-148,0.6,144,0.183220624815901
10,10,-148,0.6,146,0.159666890380143
10,10,-148,0.6,148,0.182170089359306
10,10,-148,0.6,150,0.247423634440908
10,10,-148,0.6,152,0.211122310186616
10,10,-148,0.6,154,0.188132444693006
10,10,-148,0.6,156,0.269051578759042
10,10,-148,0.6,158,0.269757493109347
10,10,-148,0.6,160,0.257124752491219
10,10,-148,0.6,162,0.345702265764816
10,10,-148,0.6,164,0.338090418880388
10,10,-148,0.6,166,0.365720756304393
10,10,-148,0.6,168,0.456164068044806
10,10,-148,0.6,170,0.388408270354335
10,10,-148,0.6,172,0.453801450573567
10,10,-148,0.6,174,0.573876849047238
10,10,-148,0.6,176,0.283661280542175
10,10,-148,0.6,178,0.475898613306473
10,10,-148,0.6,180,0.885613767282105
10,5,-146,0.6,0,0.389581501150344
10,5,-146,0.6,2,0.322854676117234
10,5,-146,0.6,4,0.322231310771437
10,5,-146,0.6,6,0.325973107570157
10,5,-146,0.6,8,0.339634751393332
10,5,-146,0.6,10,0.396200087956903
10,5,-146,0.6,12,0.440957054501459
10,5,-146,0.6,14,0.400917861796932
10,5,-146,0.6,16,0.304366410412974
10,5,-146,0.6,18,0.242307326616824
10,5,-146,0.6,20,0.252917230158699
10,5,-146,0.6,22,0.2983842053513
10,5,-146,0.6,24,0.320846882846785
10,5,-146,0.6,26,0.290092144813066
10,5,-146,0.6,28,0.224214859928266
10,5,-146,0.6,30,0.169142392483336
10,5,-146,0.6,32,0.155278441567131
10,5,-146,0.6,34,0.177875425266537
10,5,-146,0.6,36,0.208222967839607
10,5,-146,0.6,38,0.215184927325104
10,5,-146,0.6,40,0.187594125335762
10,5,-146,0.6,42,0.145057851260536
10,5,-146,0.6,44,0.119729890298402
10,5,-146,0.6,46,0.125690380867703
10,5,-146,0.6,48,0.15021529243803
10,5,-146,0.6,50,0.171318486476155
10,5,-146,0.6,52,0.175474675847052
10,5,-146,0.6,54,0.161340250424835
10,5,-146,0.6,56,0.137432342565621
10,5,-146,0.6,58,0.116330434991301
10,5,-146,0.6,60,0.106175561389096
10,5,-146,0.6,62,0.107401793661106
10,5,-146,0.6,64,0.115298117677367
10,5,-146,0.6,66,0.123139879721092
10,5,-146,0.6,68,0.125352394487608
10,5,-146,0.6,70,0.120543300649689
10,5,-146,0.6,72,0.111751261624392
10,5,-146,0.6,74,0.103631390597188
10,5,-146,0.6,76,0.0991997367549659
10,5,-146,0.6,78,0.0983541491111798
10,5,-146,0.6,80,0.098682066324589
10,5,-146,0.6,82,0.0976197731112015
10,5,-146,0.6,84,0.0942604776229435
10,5,-146,0.6,86,0.0896403103404103
10,5,-146,0.6,88,0.0857350040818637
10,5,-146,0.6,90,0.0842228945939094
10,5,-146,0.6,92,0.0857350040818637
10,5,-146,0.6,94,0.0896403103404101
10,5,-146,0.6,96,0.0942604776229432
10,5,-146,0.6,98,0.0976197731112021
10,5,-146,0.6,100,0.0986820663245895
10,5,-146,0.6,102,0.0983541491111805
10,5,-146,0.6,104,0.0991997367549664
10,5,-146,0.6,106,0.103631390597189
10,5,-146,0.6,108,0.111751261624392
10,5,-146,0.6,110,0.120543300649688
10,5,-146,0.6,112,0.125352394487607
10,5,-146,0.6,114,0.123139879721092
10,5,-146,0.6,116,0.115298117677366
10,5,-146,0.6,118,0.107401793661106
10,5,-146,0.6,120,0.106175561389095
10,5,-146,0.6,122,0.116330434991301
10,5,-146,0.6,124,0.137432342565621
10,5,-146,0.6,126,0.161340250424835
10,5,-146,0.6,128,0.175474675847051
10,5,-146,0.6,130,0.171318486476154
10,5,-146,0.6,132,0.15021529243803
10,5,-146,0.6,134,0.125690380867703
10,5,-146,0.6,136,0.119729890298403
10,5,-146,0.6,138,0.145057851260536
10,5,-146,0.6,140,0.187594125335762
10,5,-146,0.6,142,0.215184927325105
10,5,-146,0.6,144,0.208222967839608
10,5,-146,0.6,146,0.177875425266538
10,5,-146,0.6,148,0.155278441567131
10,5,-146,0.6,150,0.169142392483337
10,5,-146,0.6,152,0.224214859928266
10,5,-146,0.6,154,0.290092144813066
10,5,-146,0.6,156,0.320846882846784
10,5,-146,0.6,158,0.2983842053513
10,5,-146,0.6,160,0.2529172301587
10,5,-146,0.6,162,0.242307326616824
10,5,-146,0.6,164,0.304366410412973
10,5,-146,0.6,166,0.400917861796931
10,5,-146,0.6,168,0.440957054501459
10,5,-146,0.6,170,0.396200087956902
10,5,-146,0.6,172,0.339634751393331
10,5,-146,0.6,174,0.325973107570156
10,5,-146,0.6,176,0.322231310771437
10,5,-146,0.6,178,0.322854676117234
10,5,-146,0.6,180,0.389581501150344
10,7,-146,0.6,0,0.22649486255751
10,7,-146,0.6,2,0.434674377945664
10,7,-146,0.6,4,0.727491547234441
10,7,-146,0.6,6,0.647641210221981
10,7,-146,0.6,8,0.451337327329394
10,7,-146,0.6,10,0.309446757121533
10,7,-146,0.6,12,0.340770515558241
10,7,-146,0.6,14,0.483320620222234
10,7,-146,0.6,16,0.453719022692481
10,7,-146,0.6,18,0.309171622892338
10,7,-146,0.6,20,0.23200008553664
10,7,-146,0.6,22,0.265113582675169
10,7,-146,0.6,24,0.301738694257432
10,7,-146,0.6,26,0.254716659399403
10,7,-146,0.6,28,0.185082360786547
10,7,-146,0.6,30,0.18727377974601
10,7,-146,0.6,32,0.236345853694091
10,7,-146,0.6,34,0.239224389699
10,7,-146,0.6,36,0.184001752827324
10,7,-146,0.6,38,0.14373117895745
10,7,-146,0.6,40,0.153006450250965
10,7,-146,0.6,42,0.164334908311406
10,7,-146,0.6,44,0.145841265999849
10,7,-146,0.6,46,0.119575413847198
10,7,-146,0.6,48,0.112625497367426
10,7,-146,0.6,50,0.119476734075074
10,7,-146,0.6,52,0.121504263467088
10,7,-146,0.6,54,0.115220750983737
10,7,-146,0.6,56,0.106873955199001
10,7,-146,0.6,58,0.097259459843991
10,7,-146,0.6,60,0.0896115575697342
10,7,-146,0.6,62,0.0930014916928779
10,7,-146,0.6,64,0.104196758424453
10,7,-146,0.6,66,0.108390379093543
10,7,-146,0.6,68,0.103467980408485
10,7,-146,0.6,70,0.0988259245230803
10,7,-146,0.6,72,0.0975200405260538
10,7,-146,0.6,74,0.0949050963761566
10,7,-146,0.6,76,0.0876644428078758
10,7,-146,0.6,78,0.0793458832018065
10,7,-146,0.6,80,0.0761912175241887
10,7,-146,0.6,82,0.0811662721309871
10,7,-146,0.6,84,0.0933756237116751
10,7,-146,0.6,86,0.10902521117309
10,7,-146,0.6,88,0.122219074192334
10,7,-146,0.6,90,0.127377109990159
10,7,-146,0.6,92,0.122219074192334
10,7,-146,0.6,94,0.109025211173091
10,7,-146,0.6,96,0.0933756237116753
10,7,-146,0.6,98,0.0811662721309864
10,7,-146,0.6,100,0.0761912175241891
10,7,-146,0.6,102,0.0793458832018065
10,7,-146,0.6,104,0.0876644428078753
10,7,-146,0.6,106,0.0949050963761567
10,7,-146,0.6,108,0.0975200405260545
10,7,-146,0.6,110,0.09882592452308
10,7,-146,0.6,112,0.103467980408484
10,7,-146,0.6,114,0.108390379093543
10,7,-146,0.6,116,0.104196758424454
10,7,-146,0.6,118,0.0930014916928784
10,7,-146,0.6,120,0.0896115575697341
10,7,-146,0.6,122,0.097259459843991
10,7,-146,0.6,124,0.106873955199001
10,7,-146,0.6,126,0.115220750983738
10,7,-146,0.6,128,0.121504263467089
10,7,-146,0.6,130,0.119476734075074
10,7,-146,0.6,132,0.112625497367426
10,7,-146,0.6,134,0.119575413847199
10,7,-146,0.6,136,0.145841265999849
10,7,-146,0.6,138,0.164334908311406
10,7,-146,0.6,140,0.153006450250966
10,7,-146,0.6,142,0.14373117895745
10,7,-146,0.6,144,0.184001752827323
10,7,-146,0.6,146,0.239224389698999
10,7,-146,0.6,148,0.236345853694091
10,7,-146,0.6,150,0.18727377974601
10,7,-146,0.6,152,0.185082360786547
10,7,-146,0.6,154,0.254716659399403
10,7,-146,0.6,156,0.30173869425743
